business_id,stars,checkin_count,BusinessAcceptsCreditCards,BusinessParking,RestaurantsTakeOut,RestaurantsPriceRange2,OutdoorSeating,BikeParking,RestaurantsReservations,WiFi,HasTV,Alcohol,GoodForKids,text_count,avg_sentiment,American,Asian Fusion,Cafe,Chinese,Dessert,Fast Food,Indian,Italian,Japanese,Korean,Latin American,Mediterranean,Mexican,Thai,Vegetarian,Vietnamese,local_cuisine_preference_score,taste_sentiment,service_sentiment,ambience_sentiment
Q9T9PKQZSs571tS0lQLoIg,4,3,1,0,0,2,0,1,0,0,0,0,1,5,0.76258,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0.133144987,0.7614,0.36726,0.84178
Shywx8-jqV1IxwLaefbcSA,3.5,2,1,0,1,1,0,1,0,2,1,0,1,12,0.573033333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.124497992,0.437141667,0.428216667,0.306191667
02jZC7oX0SbWXVFboNwFGA,3.5,52,1,1,1,1,0,1,0,0,1,0,1,39,0.545948718,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.23699422,0.56065641,0.460841026,0.307248718
GkFnJIdtSrtyfxSQYWSmew,2.5,7,1,1,1,1,0,1,0,0,1,0,1,15,0.301953333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.309953333,0.393133333,0.280126667
GVtJD93hEh7pQD29bmyTQA,4,79,1,1,1,1,0,0,0,2,1,0,1,78,0.750229487,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.194690265,0.702076923,0.443425641,0.430733333
5eldbLrF_oodWvu1VuEP8w,2.5,40,1,1,1,3,0,0,1,2,1,1,0,47,0.40052766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240613553,0.217097872,0.280880851,0.358446809
PQDU41l6x8dTJFvlLoCz7w,4.5,8,0,0,1,1,0,1,0,2,1,0,1,11,0.720109091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211487503,0,0.5558,0.416563636
KnyuQ1D7QE7X8eMk8T3kTA,2.5,20,0,0,1,2,0,0,0,0,1,0,1,65,0.237095385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145626808,0.263701538,0.119869231,0.156896923
_Cqhs1ajez0yXle5Ms0mrg,4,0,1,1,1,2,0,1,1,2,1,1,1,12,0.838225,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033831991,0.764341667,0.764341667,0.840325
1-OSwGhAUi7w9T4Ru-IRjA,2.5,0,1,1,1,2,0,1,0,2,1,0,1,15,0.63806,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.114997604,0.621826667,0.53426,0.455853333
976Sb-Wp6I_ztRCHPXXYgw,3,180,1,1,0,2,0,1,0,2,1,0,1,35,0.29898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10912215,0.192097143,0.1543,0.147962857
r0Gz71sm-Wsh4J4kjiaViw,4,3,1,0,1,2,0,0,0,2,1,0,1,5,0.7801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168463355,0.77908,0.46896,0.77908
qDkbudGRfmJvf7trQZea4g,3,102,1,1,0,3,0,1,1,0,1,1,0,113,0.736065487,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241252302,0.667215929,0.6334,0.617534513
45pdkf09S5VaM0CN60g9Ow,4.5,1,1,0,0,2,0,1,0,2,1,0,1,10,0.89834,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.017942248,0.88249,0.2372,0.53784
0r37WEgkjlpioz0Ftdp6Zg,3,97,1,1,1,2,0,1,0,2,1,0,1,25,0.33704,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.199300699,0.239372,0.396236,0.214844
GmomRGW_omclyKXKDppsIg,2.5,189,1,1,1,2,0,1,0,0,1,1,1,122,0.600059016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216543086,0.413182787,0.450179508,0.557627049
Xffs0XzJD1feygtz2a0lWg,2.5,17,1,1,1,2,0,1,0,2,1,0,1,9,0.481255556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139674583,0.2133,0.386044444,0.202455556
cfjXBXseOIBKKnAIVf4fMw,4,0,1,1,1,1,0,1,0,2,1,0,1,60,0.877043333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162416724,0.668853333,0.621936667,0.86262
tNOLXgYTykXmLaAZnvo1vg,2,215,1,0,1,1,1,0,0,2,1,0,1,119,0.120105882,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.136597938,0.160863866,0.099163025,0.079355462
eKJ-hREL0uhNl7bimXMCng,3,16,1,0,1,1,0,1,0,0,0,0,1,9,0.163988889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274703557,0.174,-0.123333333,-0.0765
QvjY9esYNRMe_5kvT6TC5g,4,42,1,1,1,2,0,1,0,0,0,0,1,51,0.87012549,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.017245885,0.829256863,0.626454902,0.572929412
CJ3t6dw60CdpflWKe3b78Q,2.5,255,1,1,1,3,0,0,1,0,0,1,1,255,0.42668902,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.163398693,0.427184314,0.368423922,0.383732941
OKPUO8zvBBL-OA6-SfDx8Q,4,88,1,1,1,3,1,1,1,0,0,0,0,89,0.877264045,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251295337,0.810229213,0.722383146,0.751598876
1DkolDhbc0kydORZCIp7Fw,3,205,1,1,1,1,1,1,0,0,1,1,1,71,0.776580282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190288774,0.74593662,0.44551831,0.692229577
S_orkerzJxv_qXiu79N5Vw,4.5,36,1,0,1,3,0,1,0,2,1,0,1,68,0.890672059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162572077,0.722139706,0.711038235,0.866414706
Im4IDA9RXycirW_EZqAj5Q,3.5,31,1,1,1,3,0,1,0,0,1,0,1,40,0.5132425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13620955,0.4764,0.343545,0.3860975
wuRdlQ8jwEjWGeiRpAa3TA,3,69,1,0,1,2,0,0,0,2,0,1,1,9,0.624755556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172019752,0.474955556,0.420544444,0.470166667
nl_La1sCrZG0xq0HNt4WsQ,3.5,0,1,1,1,1,0,1,0,0,1,0,1,81,0.575851852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.058309726,0.618791358,0.195335802,0.459803704
giDsHBlGhHwqNZkmOV9aYQ,2.5,49,1,1,1,2,0,1,1,0,1,1,0,17,0.588541176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36809816,0.584688235,0.474788235,0.382964706
TQloD2_k3J67Q1J_picgfw,2.5,212,1,1,1,1,0,1,0,2,1,0,1,45,0.189268889,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.176929748,0.083495556,0.114042222,0.111597778
XaSNISuTB4DKvzS3Rug5Nw,4,44,1,1,1,2,0,1,1,0,1,0,1,60,0.776246667,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.03968254,0.689506667,0.480541667,0.658015
ak0PfrI9FZcFaDQv5oXtVw,4,28,1,1,1,4,1,0,0,2,1,0,1,15,0.786366667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089552239,0.51974,0.610133333,0.59226
AvNekC7lDNoRLfDxhIb_XQ,3.5,17,1,1,1,2,0,1,0,2,1,0,1,26,0.672157692,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.215277778,0.705584615,0.505034615,0.481646154
wUnLSg_GKfEIQ5CQQ770_g,4.5,370,1,1,1,4,1,1,1,0,1,1,0,502,0.910658367,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.07320442,0.867713546,0.787120717,0.801585259
vOa5-do5qhRMGWhn_x0_Vw,2.5,0,1,0,1,1,0,1,0,0,1,0,1,5,0.89528,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.18504634,0.75184,0.47396,0.75184
f96nmEyl3mNec9HrMZSSVQ,4.5,2,1,1,1,2,0,1,0,0,0,0,1,8,0.9811125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.170886076,0.9788875,0.4921375,0.8555875
b5_ZIVZHjYjzUUsMB-5b7w,3.5,46,1,1,1,3,1,1,1,2,1,1,0,87,0.769841379,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.227777778,0.741286207,0.624406897,0.711629885
POIfSWO_mQ5omTzIHbQf5Q,3,5,1,0,1,2,0,1,0,0,0,0,1,8,0.7639625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157201297,0.6612125,0.7677,0.7677
r1XrdSiWFp-CeZJ4ik7zoQ,4,274,1,1,1,2,1,1,1,2,1,0,1,242,0.864475207,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0.835347521,0.69432314,0.750244215
C0AKUdY-NE1nv1NNPCnjBQ,2,37,1,0,0,2,0,1,0,2,1,0,1,12,0.303433333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17473188,0.088241667,0.186141667,0.070916667
nk2a2nI1jfln9zLpxEvTnw,4.5,482,1,1,1,1,0,1,0,2,0,1,1,188,0.834927128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151518477,0.630595213,0.505558511,0.661327128
CYJRj0lF120-WC3UKsuh5A,3.5,82,1,1,1,2,1,1,1,2,1,1,1,117,0.748049573,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.183520599,0.713189744,0.594674359,0.610876068
DRr5xdfHtqgWfhmdTU1B8Q,3,717,1,1,1,2,1,1,1,2,1,1,1,370,0.700341351,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.18111346,0.682153784,0.587234595,0.621702703
_RwlMTw9uFeOkfX9Ctf1HA,2.5,163,1,1,1,3,1,1,1,0,1,1,1,258,0.602067442,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240806643,0.557265504,0.542193411,0.496719767
4-TKASCNK5-XBWdXmeXWbA,2.5,42,1,1,0,1,0,1,0,2,1,0,1,21,0.284385714,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.178686266,0.304219048,0.14057619,0.180361905
L3V21nAe-CicW2bvtNWa0g,3,25,1,0,1,2,0,1,0,0,1,1,1,121,0.619497521,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.040188853,0.556995868,0.419065289,0.459889256
fFfqt99cBFEUYuUEjlZTPg,1.5,10,1,0,1,2,0,1,0,2,1,0,1,23,0.059365217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173648231,-0.009556522,-0.060686957,-0.088695652
x4BSeDfK8AFeguTRELNgUg,4,131,1,1,1,1,0,0,0,2,1,0,1,50,0.844072,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130666667,0.639052,0.328616,0.504524
iHcz4EQFvKoAvP8mhEbVew,4.5,13,1,1,1,1,0,1,0,2,1,0,1,10,0.87512,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1875,0.83192,0.4608,0.43039
G-zzByEfv2oqjcxYmPsjtA,4.5,541,1,1,1,1,0,1,0,0,1,0,1,278,0.805102878,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.056737589,0.751785612,0.507869065,0.578958633
w9Olv_WM0Uqjlmg5KawIhA,3,7,1,0,1,2,0,1,1,0,0,0,1,8,0.7837125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.025139665,0.6415875,0.3431875,0.4728
fGYnHzFr1z2kv7bPRW6VMA,4,365,1,1,1,2,1,1,1,2,1,1,0,494,0.82300668,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.168627451,0.791237854,0.662561336,0.72367247
ziOruKLCziZynllmtkfW2Q,2,90,1,1,0,1,0,1,0,2,1,0,1,39,0.03594359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177091447,0.029684615,0.048112821,-0.038292308
H8RuOINwqUvULcxJBKoGNg,3,44,1,1,1,2,0,1,0,0,0,0,1,42,0.502821429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347560976,0.59407619,0.37935,0.505995238
45tvAZaoMo0VhsJvPHf9sw,3,40,1,0,1,1,0,0,0,0,0,0,1,29,0.711186207,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.088526098,0.69622069,0.530544828,0.547486207
u9XTeDl_If4U5Eixl6ys7g,4,262,1,1,1,2,0,1,0,0,1,1,0,160,0.724209375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.188244236,0.684338125,0.481695,0.526780625
BADXe_hPnAnTNCwdz7mNLw,4.5,1,0,0,1,1,0,0,0,0,1,0,1,5,0.51018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165651681,0,0.275,0.42396
jE8o7lX3NMmcG0iMlqoo7A,3,105,1,1,1,2,0,1,0,2,1,1,1,85,0.512061176,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2,0.452972941,0.325034118,0.435677647
VD4Rdyj0tauBckrTYgIcpQ,3,749,1,1,0,2,0,1,0,0,1,0,1,49,0.667302041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073658209,0.674265306,0.369955102,0.5651
qu0qoXXxVVDxMaof1SFzXg,4,20,1,0,1,1,0,1,0,2,0,0,1,22,0.709595455,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.170634921,0.634495455,0.281272727,0.452309091
e_3I3UEy6ibfDiABDPQCTg,3.5,12,1,1,1,1,0,0,0,0,1,0,1,9,0.396066667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157038242,0.044311111,0.009044444,0.1274
ZGErYinCaYR5UjTzovAZbw,2.5,290,1,1,1,2,1,0,0,2,1,1,1,114,0.399718421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352678571,0.404154386,0.363299123,0.360650877
FBof1_DJG-IMRdk6WmY2IA,4.5,30,1,1,1,2,0,1,0,2,1,0,1,56,0.869141071,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.04720037,0.761208929,0.495417857,0.610825
F-eHPbdh9bl8aeYDRws4BQ,2,59,1,1,1,1,1,1,0,2,1,0,1,65,0.008753846,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.154891304,0.102916923,0.049403077,0.12766
pnxL0sjTp4EjL93PvdQe-w,2,14,1,1,1,1,1,1,1,2,1,0,1,19,0.417836842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206896552,0.338221053,0.308731579,0.260842105
JGFRWAuTtPzyaAblYVPbnA,3.5,10,0,1,1,2,0,0,0,2,1,0,1,6,0.524066667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161930319,0.383083333,0.23505,0.110616667
u3Krpt7IdsJ26jj83uwNBQ,4,5,1,1,1,1,0,1,0,2,0,0,1,19,0.736673684,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.145605875,0.700757895,0.302621053,0.359842105
HyE_MrxLgxu0ujcWM-gc6Q,3.5,0,1,1,1,2,0,1,1,2,1,1,1,8,0.96445,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.032078103,0.8197625,0.9301875,0.8197625
GFBuCSY2jMRzg-E7Zhg1SA,4,24,1,1,1,2,1,1,1,2,1,0,1,90,0.743373333,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.109339408,0.732233333,0.608256667,0.621552222
0A2w6ViIzZ-T-pB1a8da6A,2,51,1,0,1,1,0,1,0,2,1,0,1,34,0.086658824,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.218390805,0.226482353,0.049655882,0.083058824
Fv_snoYk6oI_t_YfLM3MFA,4,4,1,1,0,2,0,1,0,2,1,0,1,13,0.848353846,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108527132,0.289792308,0.474530769,0.412846154
VZFQS0SXzXPuxISbAgIVBA,4.5,289,1,1,1,1,1,1,0,2,1,0,1,171,0.854546784,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112,0.517715205,0.493816959,0.700421053
MXJuPfFJd-xY0tX39RiYtw,2,15,1,1,1,1,0,1,0,2,0,0,0,9,0.027533333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.264492754,0.101511111,0.1639,0.008444444
AEgaEEWNGuXWBHUkf_fN3A,3.5,439,1,1,1,2,0,1,0,2,1,0,0,39,0.628635897,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162577391,0.142866667,0.468128205,0.592092308
P1DkSlegzHKdxJAXe0QevA,3.5,23,1,0,1,2,0,1,0,0,1,0,1,40,0.7103425,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.047371638,0.66233,0.3656725,0.4920225
tJPaPZwRqFmDSEc8VEx9hA,2,226,1,1,1,1,0,1,0,2,0,0,1,72,0.241893056,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.178330621,0.259701389,0.239501389,0.253163889
ilyxezh19lrV_l2L8x69pQ,3.5,6,1,0,1,3,0,1,1,0,1,0,1,5,0.46114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.217081851,0.5633,0.52918,0.2516
WK5Lzv1dte6XMm8Ov17THA,3,67,1,1,0,2,1,1,1,2,1,0,1,81,0.679404938,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324324324,0.635016049,0.640941975,0.554692593
32m9wJDqmjKrG2Jnn0QlCA,3.5,8,1,1,1,2,0,1,1,0,1,0,1,12,0.771483333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.107344633,0.554783333,0.576033333,0.613933333
_9x1oSQghxEPuUeb5NPShw,3,168,0,1,1,2,0,1,1,2,0,1,0,149,0.586224832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080778693,0.520114094,0.480539597,0.580153691
jxAJrIQ2JjjTs8ZzEytP-w,3,0,1,1,1,3,0,1,0,0,1,1,1,78,0.507489744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14829161,0.17945641,0.235017949,0.491423077
78kUZU8GPfHgoYO_2CNbuQ,3.5,135,1,1,1,1,0,1,0,2,1,0,1,37,0.667286486,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.120032662,0.48737027,0.475056757,0.424959459
YAUUdbESr8BYQ_TFgDjT5Q,4,380,1,1,1,2,0,1,1,0,0,1,1,222,0.766968018,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.103886398,0.698691892,0.59408964,0.622940541
n-iPn34tLaqnq-dI8m8Bkw,3,380,1,1,1,2,0,1,1,0,1,1,0,229,0.739088646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230243651,0.342874672,0.453300437,0.707256769
TxJ_LSVVkRqSrIJYlY9P-Q,1.5,5,1,0,1,1,0,1,0,2,1,0,1,9,-0.023266667,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.239154013,-0.164533333,-0.223888889,-0.105855556
LHzg5i6hX1Qb3OxtWJ4QDQ,5,18,1,0,1,1,0,1,0,0,1,0,1,9,0.9173,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.213567839,0.703211111,0.800388889,0.402711111
hnf3X-auqHuxd56YemuSqQ,4,11,1,1,1,1,0,1,1,2,1,0,1,15,0.636273333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.207070707,0.760546667,0.381806667,0.78028
O3XiguiWmlOWR72KerRoDA,4.5,114,1,1,1,2,0,1,0,2,1,0,1,62,0.917096774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143870984,0.749879032,0.611433871,0.750630645
Ya5MeOlPuInWRTZ-CTwkDw,3.5,40,1,0,1,2,0,0,0,0,1,0,1,24,0.650891667,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.15942029,0.6501625,0.5342,0.630341667
Q3BFkvnBJvad6IWz3aijtg,3,28,1,1,1,1,0,1,0,2,1,0,1,11,0.3601,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.018181818,0.212254545,0.061754545,0.065318182
Cj4SH7N9HKtPhG_wp9ZiOA,3,256,1,1,1,2,1,0,0,2,1,1,1,164,0.719996341,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258064516,0.666146341,0.574980488,0.62790122
mQ6GtJxjHZndqKSRieiBLg,4.5,3,1,1,1,1,0,1,0,2,1,0,1,9,0.938533333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.04338735,0.803288889,0.524011111,0.499311111
ahH0MhpSAy5QEE7yTScJWA,3,5,1,0,1,2,0,1,1,2,1,1,1,12,0.783166667,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.181818182,0.826516667,0.636683333,0.711433333
WUSdgNQ8eBZwzAfPKGi8kA,2.5,18,1,1,1,2,1,1,0,0,1,0,1,68,0.215926471,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.181818182,0.245430882,0.183954412,0.143355882
UcdjvDYQg6B1Ht9FEqNKnw,1.5,4,1,0,1,1,0,0,0,0,0,0,1,16,0.11394375,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.220994475,0.29036875,0.22394375,0.14850625
swKXtO22QjVIZTBU8UP7Pg,2,9,1,0,1,1,0,1,0,0,1,0,1,13,-0.1019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.190114068,-0.006907692,-0.143384615,0.034030769
2OWEnB1sbh9xpjYxu9tcJw,2.5,7,1,0,1,1,0,1,0,2,1,0,1,6,0.171716667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.309701493,0.326583333,0.007133333,0.255516667
C5zdtQSfK_bjWi81MMI0SQ,4,0,1,0,1,1,1,1,0,0,1,0,1,14,0.77915,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.04504717,0.625964286,0.386185714,0.550878571
S0l0lOZg6Jya_fs4Eznx0w,3,6,1,0,1,1,0,1,0,2,1,0,1,6,0.41665,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.197452229,0.196633333,0.393166667,0.085566667
ceSjm0nHamTmAd1tWcuDhw,4.5,13,1,1,1,1,0,1,1,0,1,0,1,23,0.684026087,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287401575,0.732556522,0.566586957,0.698447826
mUFvftnoY3Vq5sSyDOmQnQ,4,77,1,1,1,2,0,1,0,2,1,0,1,47,0.78542766,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.170454545,0.605006383,0.439676596,0.458353191
GUMVStVaJfWmCIpQA4TtHg,4,936,1,1,1,2,0,1,1,0,1,0,1,564,0.749068262,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.047007567,0.701562943,0.560288121,0.587959043
opVI-uorLFVxnv0urDKZUw,4.5,6,0,1,1,1,0,1,0,0,1,0,1,12,0.8875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162358956,0.830275,0.322741667,0.384683333
Q9knOlfU9ppR1HhtK8r7qA,3.5,35,1,1,1,1,0,1,0,2,1,0,1,9,0.373844444,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.188365651,0.095722222,0.021966667,0.302577778
qGZLRmvpeXN-IY2JfrZzzQ,4,7,1,0,1,2,1,1,0,0,1,0,1,6,0.555683333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.131034483,0.61125,0.1572,0.452483333
GmJDCmDhtKbjofeO35yBrw,4.5,99,1,1,1,1,0,0,0,2,1,0,1,69,0.698444928,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.196078431,0.705408696,0.370533333,0.440362319
8Ak2iPlR4fCziMQZ11ohAA,3.5,0,1,1,1,3,0,1,1,2,1,1,0,15,0.761046667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166451655,0.763093333,0.6891,0.818313333
4S_yN5o0EvXvV6GNvesTKw,4,84,1,1,1,2,0,0,0,2,1,0,1,126,0.608095238,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.139148494,0.625554762,0.339344444,0.387315873
SfUgDt8-6GAVTuwBMnedgQ,3.5,46,1,1,1,1,0,1,0,2,1,0,1,9,0.393077778,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.248427673,0.3202,0.286855556,0.469255556
U09S6VSTWCKteCDa72Td7Q,4.5,118,1,1,1,2,0,0,1,2,1,0,1,22,0.906577273,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.041666667,0.884154545,0.715663636,0.793486364
Hv8nT4XiAvIW4PEwBvykPg,2.5,3,1,1,1,1,0,1,0,0,1,0,1,8,0.3437375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.163346614,0.3320875,0.3128625,0.4207875
wNj6mfivohSUpwP5AjmLoQ,3.5,2,0,1,1,1,0,1,0,0,1,0,1,5,0.57402,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.030746706,0.63454,0.30668,0.5026
jTFl9Cr7RqZqwjH-CI1ZPw,5,192,1,0,1,1,0,0,0,0,0,0,1,90,0.880695556,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.057228916,0.649971111,0.287566667,0.430887778
rKe7iEiqe8TVqvwZLdlhRA,2,13,1,1,0,1,1,1,0,2,1,0,1,12,0.039525,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.285714286,0.111066667,-0.068816667,-0.085191667
NMk5Qov6d337c51Ldmpn_w,4.5,67,1,1,1,1,0,0,0,2,1,0,0,6,0.6017,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.201923077,0.506133333,0.244183333,0.217
-8lppXgxF5o0_F0cu-dXRA,2.5,62,1,1,1,2,0,0,0,2,1,0,1,37,0.270178378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187170624,0.211813514,0.180689189,0.192524324
4sLW6iLkh5ELw0XvuwGyrA,2.5,14,1,1,0,3,0,0,1,2,1,1,1,43,0.383830233,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.221428571,0.4319,0.311286047,0.414534884
DCH4TdnevyrZ0BlTPzgMgA,5,21,1,1,1,2,0,0,1,2,1,0,1,57,0.904138596,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.09602649,0.872654386,0.474694737,0.618161404
UxqkDSqynAc7MQjSR4nk8A,2,13,1,0,0,2,0,0,0,2,1,0,1,10,-0.0681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093505283,0.06705,0.01136,-0.00466
2FnoLyEO0nq7g2Wz8x7Z5A,3.5,785,1,1,1,2,1,1,0,2,0,0,1,357,0.660411204,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.037544394,0.613797199,0.437966387,0.51654958
1_BzX6o0O6w_9yx9NczMrg,3.5,198,1,1,1,1,0,1,0,2,1,0,1,51,0.607794118,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.169440242,0.359127451,0.366037255,0.443115686
rxqcQ3fMMFsmKFo3EsBnEQ,3.5,70,1,1,0,1,0,1,0,2,1,0,1,42,0.506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177091447,0.508590476,0.406445238,0.318295238
